"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SYNGR4",11.5007408575914,2.28833471628352,0.385679580055757,5.93325349491591,2.9698976492295e-09,1.81777134315254e-08
"TEX15",19.6818530822873,-1.31426875558802,0.42397409098212,-3.09987988309278,0.00193599137297101,0.00416832266570644
"TSPAN19",368.614575172044,-1.70765331460617,0.399894509139323,-4.2702594698824,1.95245686778952e-05,6.15571331167098e-05
"VMO1",416.5195031855,-0.433179699493372,0.204238691407298,-2.12094827140032,0.0339261558098901,0.0553611189735557
"SPP2",6.67567608252952,5.27632010660309,0.812532750854715,6.49367068718505,8.37697562704954e-11,6.71252429402652e-10
"U2AF1",5478.4305654727,0.013235037435319,0.0682271364957477,0.193984946680913,0.846187668825163,0.879922147685082
"C4orf52",1996.40704575662,0.404871375868462,0.0960017153819023,4.21733480759017,2.47206794264804e-05,7.64275656440186e-05
"CXorf68",3.60762744012035,-1.31806131322682,0.426293723232888,-3.09190879760327,0.00198873940426922,0.00427325629318611
"MTCP1NB",1032.86269232387,0.375121505465186,0.110620088612708,3.39107941576981,0.000696179249822282,0.00164158483173961
"PTPRO",1699.63489510977,-0.584916058623963,0.161439098153775,-3.62313755040192,0.000291050943912067,0.000738703718586099
"KIAA1456",1042.49335407947,-0.778520357856049,0.135904775902279,-5.72842530873114,1.01367166112678e-08,5.68673173305632e-08
"HOXB1",1.70163244214111,0.551849574120909,0.928345555731834,0.594444138514644,0.552215094246946,0.626429732816927
"ZNF805",2050.28638945896,-0.0515617045531143,0.0602985313344486,-0.855107137968667,0.392491838351135,0.471367467667338
"SLC7A14",123.473180387963,-0.16527667809582,0.107211818875396,-1.54159009547174,0.123173233919682,0.173243654212236
"PSMA6",11928.7609532896,0.301169296443297,0.0919419190964864,3.27564727170032,0.00105420134510158,0.00239969516713912
"VSTM1",46.0010555817773,0.106086485138431,0.494858165808352,0.214377557992073,0.83025264098277,0.867407025195223
"FGF20",13.9499770421872,1.01486440625515,0.345938178741475,2.93365829104851,0.00334992789771606,0.00685947299723528
"LOC392364",33.7508581119136,-1.22234424703767,0.363967570799499,-3.35838779359557,0.000783985428720492,0.00182966090888176
"BEX5",614.754821194436,-0.848614823903315,0.257125893168718,-3.30038648945588,0.000965517624089549,0.00221727277390476
"APC2",521.019538400648,0.033319386696949,0.130657272745402,0.255013639859719,0.798712564360511,0.842324216032388
"APOL6",21612.3329027322,-0.352519173804566,0.18128741407154,-1.94453197763334,0.0518313331076857,0.0806911573324201
"LRBA",15952.5395415836,0.547955280672344,0.0928384223966676,5.90224679100119,3.58584217456267e-09,2.16114722345227e-08
"ATP6V0B",8621.82018602424,0.311980665600433,0.105306610619354,2.96259336204573,0.00305059280428943,0.00629429652921737
"NPW",45.1392729097355,2.2453144937607,0.372507347808007,6.02757101832513,1.66442121316011e-09,1.06561753997434e-08
"LOC150935",4.82581933393485,0.37374849243304,0.315188573771289,1.18579327911882,0.235703946330872,0.304712497776278
"WFDC5",7.25707868395829,-1.26997871150502,0.471000500150296,-2.69634259645112,0.00701055217581912,0.0133896196282562
"EAF2",476.796853347918,0.639392745130455,0.181074776280229,3.53109780536709,0.000413838694025865,0.00101966025633324
"ZDBF2",1912.23639072319,-0.594948878220635,0.168285711718259,-3.53534992451817,0.000407235492440264,0.00100510347548877
"ST8SIA3",8.77881734275985,0.0462990648547259,0.619081413938837,0.0747867143356044,0.940384412637554,0.95501083218086
