"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"HECW2",6179.27468999834,-1.68627166163818,0.198606013187241,2.57391282109819e-18,5.68141433062687e-17
"STYK1",549.39971711291,2.22517634931573,0.263246776382898,2.66153145288077e-18,5.85747118411428e-17
"TRIM46",266.910150969529,1.70649778504526,0.200819986311139,2.66235536257356e-18,5.85747118411428e-17
"PDE5A",11972.228828441,-1.53645972652476,0.18143420008291,2.67507320174022e-18,5.87906152838477e-17
"LOC344595",866.323989213643,-1.26764381198304,0.148408628336927,2.71495015030666e-18,5.96022841565694e-17
"SLC44A5",946.823915990013,3.50014873730617,0.416841115482564,2.82103614742651e-18,6.17971782035282e-17
"LOC400655",124.467187052903,4.62131368698036,0.551472900818748,2.85641293962689e-18,6.25044911470139e-17
"LILRA5",660.479641128052,-1.56725246359087,0.184710529137172,2.95269607785395e-18,6.447197552518e-17
"FAM105A",9138.1882430726,-1.19682385065521,0.14036254339181,3.03179914334645e-18,6.61278517893055e-17
"CHN1",2635.93080621717,-1.0561589714285,0.122866144811296,3.29572996203394e-18,7.18071799370603e-17
"GAD1",92.1102726807789,3.14689566495976,0.375233953826578,3.39017516622132e-18,7.37855220854685e-17
"TMTC1",4327.84096248349,-1.87753836247324,0.22246550012699,3.45808180200512e-18,7.5182635611585e-17
"ELMO3",2735.03965382732,1.22203379425667,0.142326975997816,3.53497540836982e-18,7.67719283699716e-17
"COL1A1",113917.634922121,2.45540893397025,0.292546916021888,3.56351242426963e-18,7.73087405998301e-17
"PVRL1",3466.47219766272,1.30177470119273,0.152740985736987,3.59497239186013e-18,7.79077475199581e-17
"OAZ3",307.826304442043,1.09154604266893,0.127885197809151,3.66032244729008e-18,7.92391301129396e-17
"ABCG2",1842.31295280371,-1.60544587359398,0.190005814013298,3.95622185644396e-18,8.53708812327103e-17
"TCF21",7177.42199703848,-2.04959783378599,0.243727830915584,3.97526554568256e-18,8.56904684879242e-17
"MAPK13",8054.62462214883,1.10241389748367,0.129188494350158,4.30854416665488e-18,9.27757898694271e-17
"C1orf126",231.47927269568,1.47648031930252,0.174326538522008,4.38514470205096e-18,9.42247493781459e-17
"BAIAP2L2",233.035494097436,3.04047590322498,0.363849885925951,4.44093572496189e-18,9.5322354198254e-17
"PCSK1N",1881.41238025924,2.9300273365866,0.350700922151472,4.60936429862081e-18,9.87281934056971e-17
"ACTG2",4153.89241606446,-1.5321091568851,0.181674186533694,4.83542352242659e-18,1.03242412993077e-16
"SPINK2",47.4178492897514,2.22424540489429,0.265560289823751,5.08095985054513e-18,1.08256535089351e-16
"METTL1",1157.06006102994,1.92157653135419,0.140069228960573,5.12776715866482e-18,1.09138943279216e-16
"CDO1",1282.65732778943,-2.02341178002628,0.241629396095998,5.20884398346982e-18,1.10748120871232e-16
"ARSD",18961.9966624969,1.01534621403143,0.117681772054299,5.50603647621991e-18,1.16944054895244e-16
"C11orf86",16.8133500680658,6.59303120208808,0.842034218722175,5.62921808788786e-18,1.19435013959055e-16
"UPK3A",146.383380894916,3.8030448466504,0.457590640666968,5.66481675056706e-18,1.19946943094268e-16
"LRRN3",1959.19556775749,-2.09570185310859,0.25055456248467,5.66519824110075e-18,1.19946943094268e-16
"VSIG1",6433.26014479359,4.77765170995571,0.575778832013214,5.75398388720317e-18,1.21699464849404e-16
"DBNDD1",1349.91702719221,1.65615735728789,0.196666781350537,5.80817718086528e-18,1.22589483126063e-16
"CDCA7",1595.84744128897,2.61070752427548,0.312838787541208,6.02337980402157e-18,1.26999198555417e-16
