"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"FCN3",10937.0279466723,-2.9380631053136,0.291765769647624,5.50128241015111e-25,2.58356049336122e-23
"C11orf65",52.8928198643011,0.216255080042228,0.144544646981572,0.123969262327268,0.174193810396822
"CCS",2349.7905801995,0.423493910099856,0.0912764429718391,2.68416734757221e-06,9.91789545129776e-06
"RNASEK",4148.41174651815,-0.160844207303964,0.0799659061841865,0.0423521140181796,0.0674733679529298
"MED10",2181.41692195791,0.0654660966279941,0.098653572588691,0.502347668134117,0.579737678927115
"RPS2P32",86.0002785538022,1.14388960598014,0.193671724089021,8.18237385052826e-10,5.50413523125764e-09
"ZNF445",5287.51318304331,-0.0709579128344971,0.0709764581300871,0.311698511938464,0.387179477149214
"TNS1",108971.402567924,-1.27271268628091,0.126764379227973,8.28188830561046e-25,3.79261767406926e-23
"TSTD1",3554.2564901607,0.726294994159891,0.176550130081935,1.65267037285941e-05,5.27742211591001e-05
"C16orf79",152.602123659425,0.101404700921236,0.135132846249373,0.442957597579977,0.521819621267391
"NME1",3800.3762785749,1.59686776938797,0.171784321244084,2.75793124326503e-21,8.53567068729779e-20
"IFI30",42392.8767819241,-0.512936090499499,0.154565549471586,0.00058999600216725,0.00141159681795122
"YJEFN3",64.5811840029869,-0.0742296627344976,0.144431686373724,0.596692117738224,0.666205811414827
"CHMP2A",7736.26244943138,0.0569270563053228,0.0744153468270835,0.442897440917703,0.521779122380259
"HUS1B",14.5424309439061,0.0640028861711292,0.246620776750793,0.778524455648744,0.825071659921482
"AKAP17A",5052.63751016769,0.271065952192499,0.0777029093308546,0.000374500055166785,0.000929066750414376
"SGCD",3260.12425145754,-0.924976891288697,0.22308925723928,9.23771641841558e-06,3.07888387988062e-05
"FLJ45340",6948.13163262802,-0.090715927853538,0.0974226355922026,0.345771476472723,0.422655984980035
"CALCB",2.3056828084145,0.279622889036007,0.467382690664429,0.396946914454315,0.475927170682963
"TAS2R43",7.67727958890312,0.00800216099348565,0.259133955527444,0.973604197284069,0.980141378555001
"ZMAT5",1074.29345414733,0.154894522019866,0.0936760989678264,0.0945339423525259,0.137155868909575
"TFDP2",8414.65416466153,-0.211011196839822,0.0858233098451898,0.0154146063579076,0.0273043709889216
"MAP1A",3344.66043269316,-0.197482588344525,0.165946254416445,0.204755860546907,0.269839401870561
"B9D2",682.008664050836,0.0550603458126026,0.134739235493776,0.6674631784668,0.730355832811466
"C21orf37",1.56957408754042,0.739516099829773,0.757659655174471,0.0681693230544165,0.102925202740895
"NCRNA00257",42.997967969186,0.725254902648335,0.20818685427078,0.000222163238755517,0.000576513604570566
"CENPF",2821.9666511006,1.87488897933044,0.300915045392916,4.75409929582968e-11,3.94537613148374e-10
"FAM132A",51.1074938790768,0.43939514355143,0.268238710104681,0.0695812846017815,0.104822475560037
"TNFRSF12A",6419.15587485457,0.949834604047023,0.186531853446971,1.21947885312854e-07,5.73101264596583e-07
"C17orf50",45.328442287914,0.689883004445954,0.295854402060023,0.00873546133342777,0.0163490034997607
"LOC285501",3.47852102556874,1.06470186167955,0.828655921344607,0.0248563672093705,0.0419090153006971
"SURF1",3500.27855344748,0.231944328925564,0.123249682114367,0.0541676740389373,0.0839130483868154
"C9orf11",5.75806718912734,-0.21627404782462,0.300355008509782,0.411060598732816,0.490466728304111
"RAB40AL",9.35824340920593,0.256229357725169,0.250021750595594,0.265225984626838,0.337234697834777
"MRC1",10296.0513028623,-0.69851903975902,0.254910537058348,0.00253591593153154,0.00532961004777593
"SRGAP2P2",2192.85650062751,-0.783138935868583,0.127511542610326,3.85924227163106e-10,2.74183653282149e-09
"OR52K1",10.2731930580743,-0.882204451739223,0.32834937139749,0.00219760137251772,0.00467932352000118
"TNFSF12",3378.48659404387,-0.61577290470096,0.1050888383124,2.72122288681879e-09,1.6777420789552e-08
